Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish,SaleType,SaleCondition
845,50,100.0,12665,5,8,1915,1950,0.0,0,876,876,876,540,1416,0,1,1,4,7,1,1949.0,3,720,418,0,194,6,2008,RM,IR1,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Mn,Unf,Unf,Gd,TA,Gd,Detchd,Unf,WD,Normal
846,85,,16647,5,5,1975,1981,0.0,1390,0,1390,1701,0,1701,1,2,0,3,6,2,1975.0,2,611,0,0,0,1,2007,RL,IR1,Lvl,CulDSac,Sawyer,RRAe,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Gd,ALQ,Unf,TA,TA,TA,Basment,Fin,WD,Normal
847,60,75.0,9317,7,5,1993,1993,137.0,513,227,740,1006,769,1775,1,2,1,3,7,1,1993.0,2,425,234,72,192,7,2009,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,No,ALQ,Unf,Ex,Gd,TA,Attchd,Unf,WD,Normal
848,20,36.0,15523,5,6,1972,1972,0.0,460,404,864,864,0,864,1,1,0,3,5,1,1972.0,1,338,0,0,0,8,2009,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,Av,BLQ,Unf,Ex,TA,Fa,Attchd,Unf,WD,Normal
849,50,75.0,45600,6,8,1908,1997,0.0,0,907,907,1307,1051,2358,0,3,0,5,10,1,1908.0,2,360,486,40,0,9,2008,RL,IR2,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,Unf,Unf,TA,TA,Gd,Detchd,Unf,WD,Normal
850,80,80.0,9600,6,7,1976,1994,360.0,0,528,528,1094,761,1855,0,2,1,3,7,1,1976.0,2,512,113,100,0,8,2007,RL,Reg,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,Hip,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,TA,No,Unf,Unf,Ex,TA,TA,Attchd,RFn,WD,Normal
851,120,36.0,4435,6,5,2003,2003,170.0,659,189,848,848,0,848,1,1,0,1,3,0,2003.0,2,420,140,0,0,11,2007,RM,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,,Attchd,Fin,WD,Normal
852,120,,3196,8,5,2003,2003,40.0,0,1273,1273,1456,0,1456,0,2,0,2,7,1,2003.0,2,400,143,20,0,5,2006,RL,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,Unf,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
853,75,53.0,7128,7,5,1941,1950,0.0,364,554,918,918,728,1646,0,2,0,4,7,2,1941.0,1,240,0,0,0,8,2007,RL,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2.5Unf,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,No,Rec,Unf,Gd,TA,Gd,Detchd,Unf,WD,Normal
854,80,,12095,6,6,1964,1964,115.0,564,563,1127,1445,0,1445,0,1,1,3,7,1,1964.0,2,645,180,0,0,8,2009,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,Gable,MetalSd,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,Rec,Unf,TA,TA,Fa,Attchd,RFn,WD,Normal
855,20,102.0,17920,5,4,1955,1974,0.0,306,372,1763,1779,0,1779,1,1,1,3,6,1,1955.0,2,454,0,418,0,7,2006,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Hip,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,Mn,ALQ,Rec,TA,TA,Gd,Attchd,Unf,WD,Abnorml
856,20,,6897,5,8,1962,2010,0.0,659,381,1040,1040,0,1040,1,1,1,3,6,0,1962.0,1,260,0,104,0,4,2010,RL,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,No,ALQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
857,80,,10970,6,6,1978,1978,0.0,505,0,940,1026,0,1026,1,1,0,3,5,0,1981.0,2,576,0,0,34,10,2008,RL,IR1,Low,Inside,CollgCr,Norm,1Fam,SLvl,Gable,Plywood,HdBoard,None,TA,TA,CBlock,Gd,Gd,GLQ,LwQ,TA,TA,,Detchd,Unf,WD,Normal
858,60,65.0,8125,6,5,1994,1995,0.0,0,702,702,702,779,1481,0,2,1,3,6,1,1994.0,2,343,0,36,0,3,2009,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,TA,TA,PConc,Gd,No,Unf,Unf,Gd,TA,TA,Attchd,Fin,WD,Normal
859,20,80.0,10400,7,5,1976,1976,189.0,0,1090,1090,1370,0,1370,0,2,0,3,6,1,1976.0,2,479,0,0,0,6,2009,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,No,Unf,Unf,TA,TA,TA,Attchd,RFn,WD,Family
860,60,,11029,6,7,1968,1984,220.0,619,435,1054,1512,1142,2654,1,2,1,4,9,1,1968.0,2,619,0,65,0,8,2006,RL,IR1,Lvl,Corner,NWAmes,PosA,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Mn,BLQ,Unf,TA,Gd,Gd,Attchd,Unf,WD,Normal
861,50,55.0,7642,7,8,1918,1998,0.0,0,912,912,912,514,1426,0,1,1,3,7,1,1925.0,1,216,0,240,0,6,2007,RL,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,BrkTil,TA,No,Unf,Unf,Gd,Gd,Gd,Detchd,Unf,WD,Normal
862,190,75.0,11625,5,4,1965,1965,0.0,841,198,1039,1039,0,1039,1,1,1,3,6,0,1965.0,2,504,0,0,0,4,2010,RL,Reg,Lvl,Inside,Sawyer,Norm,2fmCon,1Story,Hip,Plywood,HdBoard,None,TA,TA,PConc,TA,Mn,BLQ,Unf,Ex,TA,,Attchd,Unf,WD,Normal
863,20,81.0,9672,6,5,1984,1985,0.0,338,702,1040,1097,0,1097,0,2,0,3,6,0,1986.0,2,480,0,0,0,5,2010,RL,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1Story,Hip,HdBoard,Plywood,None,TA,TA,PConc,Gd,No,GLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
864,20,70.0,7931,5,5,1959,1959,0.0,1148,0,1148,1148,0,1148,1,1,0,3,6,0,1959.0,1,672,0,0,0,7,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,BrkFace,Plywood,None,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
865,20,72.0,8640,7,5,2007,2008,0.0,0,1372,1372,1372,0,1372,0,2,0,3,6,0,2008.0,2,529,0,140,0,5,2008,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,No,Unf,Unf,Ex,Gd,,Attchd,Fin,New,Partial
866,20,,8750,5,6,1970,1970,76.0,828,174,1002,1002,0,1002,1,1,0,3,5,0,1973.0,2,902,0,0,0,8,2009,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
867,20,67.0,10656,8,5,2006,2007,274.0,0,1638,1638,1646,0,1646,0,2,0,3,6,1,2007.0,3,870,192,80,0,11,2007,RL,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
868,20,85.0,6970,4,5,1961,1961,0.0,932,108,1040,1120,0,1120,1,1,1,3,5,0,1961.0,2,544,168,0,0,5,2007,RL,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,ALQ,Unf,TA,Fa,,Attchd,RFn,WD,Normal
869,60,,14762,5,6,1948,1950,0.0,0,0,0,1547,720,2320,0,2,0,2,7,1,1979.0,2,672,120,144,0,5,2006,RL,IR2,Lvl,Corner,Gilbert,Feedr,1Fam,2Story,Gable,Plywood,Plywood,None,TA,TA,Slab,,,,,Gd,TA,TA,Attchd,Unf,WD,Normal
870,60,80.0,9938,7,5,1993,1994,246.0,750,300,1050,1062,887,1949,1,2,1,3,8,1,1993.0,2,574,156,90,0,6,2010,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
871,20,60.0,6600,5,5,1962,1962,0.0,0,894,894,894,0,894,0,1,0,2,5,0,1962.0,1,308,0,0,0,8,2009,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
872,60,70.0,8750,6,5,1998,1998,116.0,505,299,804,804,878,1682,0,2,1,3,7,0,1998.0,2,523,0,77,0,6,2010,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
873,20,74.0,8892,5,7,1953,1996,0.0,0,105,105,910,0,910,0,1,0,3,5,0,1953.0,2,414,196,0,150,10,2008,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,WdShing,Wd Shng,None,Gd,TA,Stone,TA,Av,Unf,Unf,Gd,Gd,,Attchd,Unf,WD,Normal
874,40,60.0,12144,5,7,1949,1950,0.0,375,457,832,1036,0,1268,0,1,0,3,6,1,1949.0,1,288,0,28,0,9,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,Gd,TA,CBlock,TA,No,Rec,Unf,Gd,TA,Gd,Attchd,Unf,WD,Normal
875,50,52.0,5720,5,6,1941,1950,0.0,0,676,676,676,455,1131,0,1,1,3,5,0,1941.0,1,200,26,0,0,8,2009,RM,Reg,Lvl,Inside,OldTown,Artery,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Unf,Unf,Ex,TA,,Detchd,Unf,WD,Abnorml
876,60,75.0,9000,8,5,2007,2007,0.0,64,1120,1184,1184,1426,2610,0,2,1,4,11,1,2007.0,2,550,208,364,0,8,2007,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,Gable,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Ex,Gd,BuiltIn,Fin,New,Partial
877,20,94.0,25286,4,5,1963,1963,0.0,633,431,1064,1040,0,1040,1,1,0,3,5,0,1963.0,2,648,0,0,0,1,2007,RL,Reg,HLS,Inside,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,PConc,TA,Gd,ALQ,Unf,Gd,TA,,Attchd,Unf,WD,Normal
878,60,74.0,8834,9,5,2004,2005,216.0,1170,292,1462,1462,762,2224,1,2,1,4,10,1,2004.0,3,738,184,0,0,6,2009,RL,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,No,GLQ,Unf,Ex,Ex,Gd,Attchd,Fin,WD,Normal
879,85,88.0,11782,5,7,1961,1995,0.0,899,210,1109,1155,0,1155,1,1,0,3,6,0,1987.0,2,576,192,0,0,6,2010,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SFoyer,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,ALQ,Unf,TA,Gd,,Detchd,Unf,WD,Normal
880,20,,7000,5,8,1978,2005,90.0,646,218,864,864,0,864,1,1,0,3,6,0,1978.0,1,336,0,0,0,7,2009,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,No,ALQ,Unf,Ex,TA,,Attchd,Unf,WD,Normal
881,20,60.0,7024,5,5,2005,2006,0.0,980,110,1090,1090,0,1090,1,1,1,2,5,0,2005.0,2,450,0,49,0,6,2007,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Ex,No,ALQ,Unf,Gd,TA,,Attchd,Fin,WD,Normal
882,50,44.0,13758,7,5,1990,1991,117.0,902,254,1156,1187,530,1717,0,2,1,3,7,1,1990.0,2,400,168,36,0,4,2007,RL,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1.5Fin,Gable,HdBoard,HdBoard,BrkFace,Gd,Gd,CBlock,Gd,Mn,LwQ,Unf,Ex,Gd,TA,Attchd,RFn,WD,Normal
883,60,,9636,6,5,1992,1993,0.0,0,808,808,808,785,1593,0,2,1,3,7,1,1993.0,2,389,342,40,0,12,2009,RL,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Gd,TA,TA,BuiltIn,RFn,WD,Normal
884,75,60.0,6204,4,5,1912,1950,0.0,0,795,795,954,795,2230,1,1,0,5,10,0,1997.0,1,440,0,188,0,3,2006,RL,Reg,Bnk,Inside,SWISU,Norm,1Fam,2.5Fin,Gable,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,No,Unf,Unf,TA,TA,,Detchd,Unf,WD,Normal
885,20,65.0,7150,5,5,1967,1967,60.0,432,460,892,892,0,892,0,1,0,3,5,0,1967.0,1,288,0,0,0,7,2009,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,Attchd,RFn,WD,Normal
886,120,50.0,5119,9,5,1999,2000,60.0,1238,460,1698,1709,0,1709,1,2,0,2,5,1,1999.0,2,506,97,65,0,1,2008,FV,IR1,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,Gable,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Ex,Av,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,CWD,Abnorml
887,90,70.0,8393,5,5,1959,2005,122.0,528,1098,1626,1712,0,1712,0,2,0,4,8,0,2005.0,2,588,272,54,0,6,2006,RL,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,LwQ,Unf,Ex,TA,,Attchd,Fin,WD,Family
888,50,59.0,16466,5,7,1955,1955,0.0,0,816,816,872,521,1393,0,1,1,3,8,0,1955.0,1,300,121,0,0,4,2008,RL,IR1,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,PConc,TA,No,Unf,Unf,TA,TA,,Attchd,Unf,WD,Normal
889,20,95.0,15865,8,6,1970,1970,0.0,351,1043,2217,2217,0,2217,1,2,0,4,8,1,1970.0,2,621,81,207,0,10,2007,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,TA,Gd,ALQ,Rec,Ex,Gd,TA,Attchd,Unf,WD,Normal
890,20,128.0,12160,6,4,1953,1953,90.0,1024,481,1505,1505,0,1505,1,1,0,2,6,1,1953.0,2,505,0,0,0,2,2009,RL,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,Ex,TA,TA,Attchd,RFn,WD,Normal
891,50,60.0,8064,5,7,1949,2006,0.0,0,672,672,672,252,924,0,1,0,3,6,1,2003.0,2,576,0,0,0,7,2007,RL,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Mn,Unf,Unf,Ex,TA,Po,Detchd,Unf,WD,Normal
892,60,70.0,11184,6,5,1978,1978,92.0,226,192,918,918,765,1683,0,2,1,3,7,1,1978.0,2,440,243,0,0,7,2009,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,LwQ,Rec,Gd,TA,TA,Attchd,RFn,WD,Normal
893,20,70.0,8414,6,8,1963,2003,0.0,663,396,1059,1068,0,1068,0,1,0,3,6,0,1963.0,1,264,192,0,0,2,2006,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,GLQ,Unf,TA,TA,,Attchd,RFn,WD,Normal
894,20,,13284,5,5,1954,1954,0.0,1064,319,1383,1383,0,1383,1,1,0,3,6,1,1954.0,1,354,511,116,0,6,2008,RL,Reg,Lvl,Inside,Sawyer,PosN,1Fam,1Story,Gable,Wd Sdng,Plywood,None,TA,TA,PConc,Gd,Mn,BLQ,Unf,TA,TA,Gd,Attchd,Unf,WD,Normal
895,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,1535,0,1535,0,2,0,4,8,0,1979.0,2,400,0,0,0,6,2009,RL,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,Gable,Plywood,Plywood,None,TA,TA,Slab,,,,,TA,TA,,Attchd,Unf,WD,Alloca
896,60,71.0,7056,6,5,1963,1963,415.0,400,380,780,983,813,1796,1,1,1,4,8,1,1963.0,2,483,0,50,0,10,2008,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,TA,Attchd,RFn,WD,Normal
897,30,50.0,8765,4,6,1936,1950,0.0,285,666,951,951,0,951,0,1,0,2,6,0,1936.0,1,327,0,28,0,4,2006,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,ALQ,Unf,Ex,TA,,Detchd,Unf,WD,Abnorml
898,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,1120,1120,2240,0,2,0,6,12,0,1979.0,2,528,154,0,0,6,2009,RL,Reg,Lvl,Inside,SawyerW,Feedr,Duplex,2Story,Gable,Plywood,Plywood,None,TA,TA,Slab,,,,,TA,TA,,Detchd,Unf,WD,Alloca
899,20,100.0,12919,9,5,2009,2010,760.0,2188,142,2330,2364,0,2364,1,2,1,2,11,2,2009.0,3,820,0,67,0,3,2010,RL,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,Gd,GLQ,Unf,Ex,Ex,Gd,Attchd,Fin,New,Partial
900,20,65.0,6993,5,7,1961,1994,0.0,465,447,912,1236,0,1236,0,1,0,3,6,1,1961.0,1,288,0,0,0,6,2006,RL,Reg,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,TA,Attchd,Unf,WD,Normal
901,20,,7340,4,6,1971,1971,0.0,322,536,858,858,0,858,0,1,0,2,4,0,1979.0,1,684,0,0,0,6,2007,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
902,20,64.0,8712,5,7,1957,2000,0.0,860,132,992,1306,0,1306,1,1,0,2,5,0,1968.0,1,756,0,0,0,5,2009,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,Mn,BLQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
903,60,63.0,7875,7,5,2003,2003,0.0,0,783,783,807,702,1509,0,2,1,3,8,1,2003.0,2,393,0,75,0,7,2006,RL,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
904,20,50.0,14859,7,5,2006,2006,27.0,0,1670,1670,1670,0,1670,0,2,0,3,7,1,2006.0,3,690,144,60,0,8,2006,RL,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,1Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,New,Partial
905,20,,6173,5,6,1967,1967,75.0,599,277,876,902,0,902,0,1,0,3,6,0,1967.0,1,288,0,0,0,8,2007,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,HdBoard,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,GLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
906,20,80.0,9920,5,5,1954,1954,110.0,354,412,1056,1063,0,1063,1,1,0,3,6,0,1954.0,1,280,0,0,164,2,2010,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,No,Rec,LwQ,TA,TA,,Attchd,RFn,WD,Normal
907,20,116.0,13501,8,5,2006,2006,208.0,63,1560,1623,1636,0,1636,1,2,0,3,8,1,2006.0,3,865,0,60,0,6,2007,RL,IR1,Lvl,Corner,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
908,50,86.0,11500,7,7,1936,1987,0.0,223,794,1017,1020,1037,2057,0,1,1,3,6,1,1936.0,1,180,0,0,0,6,2006,RL,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,Gable,BrkFace,BrkFace,None,Gd,TA,CBlock,Gd,No,Rec,Unf,Gd,Gd,Gd,Attchd,Fin,WD,Normal
909,20,,8885,5,5,1983,1983,0.0,301,239,864,902,0,902,1,1,0,2,5,0,1983.0,2,484,164,0,0,6,2006,RL,IR1,Low,Inside,Mitchel,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,Av,BLQ,ALQ,TA,TA,,Attchd,Unf,WD,Normal
910,60,149.0,12589,6,5,2005,2005,0.0,0,742,742,742,742,1484,0,2,1,3,8,1,2005.0,2,390,36,24,0,6,2009,RL,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
911,90,80.0,11600,5,5,1960,1960,361.0,443,662,1105,1105,1169,2274,0,2,0,5,12,0,1960.0,2,480,0,0,0,1,2010,RL,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Detchd,Unf,WD,Normal
912,20,,9286,5,7,1977,1989,0.0,196,1072,1268,1268,0,1268,0,1,1,3,5,0,1978.0,1,252,173,0,0,10,2009,RL,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,Plywood,None,TA,TA,CBlock,Gd,Av,ALQ,Unf,TA,Gd,,Detchd,Unf,WD,Normal
913,30,51.0,6120,5,7,1925,1950,0.0,489,279,768,1015,0,1015,0,1,0,3,6,0,1925.0,1,450,0,0,112,7,2006,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,No,Rec,Unf,TA,TA,,Detchd,Unf,WD,Abnorml
914,90,82.0,6270,5,6,1949,1950,0.0,284,717,1001,1001,1001,2002,0,2,0,4,8,0,1949.0,3,871,0,0,0,8,2007,RH,Reg,HLS,Inside,Crawfor,Norm,Duplex,2Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,,2Types,Unf,WD,Normal
915,160,30.0,3000,6,5,2009,2009,76.0,294,318,612,612,612,1224,0,2,1,2,4,0,2009.0,2,528,0,234,0,6,2009,FV,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,,Detchd,RFn,New,Partial
916,160,21.0,2001,4,5,1970,1970,80.0,0,546,546,546,546,1092,0,1,1,3,6,0,1970.0,1,286,0,0,0,1,2007,RM,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,Gable,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,No,Unf,Unf,Fa,TA,,Attchd,Unf,WD,Normal
917,20,50.0,9000,2,3,1949,1950,0.0,50,430,480,480,0,480,1,0,0,1,4,0,1958.0,1,308,0,0,0,10,2006,C (all),Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,Gable,AsbShng,AsbShng,None,TA,TA,CBlock,TA,Av,BLQ,Unf,TA,TA,,Detchd,Unf,WD,Abnorml
918,20,,17140,4,6,1956,1956,0.0,1059,75,1134,1229,0,1229,0,1,0,3,6,0,1956.0,1,284,0,0,0,4,2009,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,ALQ,Unf,Ex,TA,,Attchd,RFn,WD,Normal
919,60,103.0,13125,7,5,1991,1991,0.0,48,422,1104,912,1215,2127,1,2,1,4,8,1,1991.0,3,833,72,192,224,11,2007,RL,IR1,Lvl,Corner,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,None,Gd,TA,PConc,Ex,Mn,BLQ,GLQ,Ex,Gd,TA,Attchd,RFn,WD,Normal
920,20,87.0,11029,6,8,1958,2002,0.0,528,245,1184,1414,0,1414,1,1,0,3,6,1,1990.0,2,601,0,51,0,5,2008,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,None,Ex,TA,CBlock,Gd,No,ALQ,BLQ,Ex,TA,TA,Attchd,Unf,WD,Normal
921,60,70.0,8462,6,5,1994,1994,105.0,814,114,928,936,785,1721,0,2,1,3,7,0,1994.0,2,471,300,87,0,7,2007,RL,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
